,Restaurant_Name,id,quote,value_rating,rating,date,review,count,things,Noofcontribution,Noofusefulvotes,,,
25,Maracana,rn558291164,Great atmousphere from flemengo fans,NA,4,NA,Really great activity and a must do in Brazil - try and watch a Flamengo game - incredible passion and atmousphere built from the fans. Beer can be served too you so you don't need to keep going in and out. Annoyingly a lot fans...More,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,21,8,,,
26,Maracana,rn557663188,Unless someone tells me otherwise Maracanã is no longer a futbol stadium,NA,1,NA,"Maracanã was, of course, the big futbol (soccer in the US) stadium for many famous games. It hosted some of the Olympics and the 2014 World Cup games. You can go see it but I am not sure why unless you want to see a...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,15,1,,,
27,Maracana,rn553733423,Historic Venue in Rio - Maracana Stadium,NA,4,NA,"Maracana stadium looking goof after renovation, went for a local game and the access was easy and organized.
There is a lot history in this place.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,182,32,,,
28,Maracana,rn553650981,Really so so ,NA,3,NA,"The only thing that was nice is to see the famous Maracanã. But is really expensive for what gave to you. About history is just a little thing, I prefer the CBF museum that really tell about the futebol history. In Maracanã you just see...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,79,12,,,
29,Maracana,rn553284876,Memorial ,NA,5,NA,"2014 World Cup!
Great panoramic photo shoot
Football history
Stone engraved art
Friendly people all around","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,8,8,,,
30,Maracana,rn552418872,I have met Zico,NA,5,NA,One of the biggest experience of my life but only because I have personaly met a legendary ZICO other than that stadium like others... price very high 60 real and to be honest I thought it will be bigger than that but we live in...More,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,15,9,,,
31,Maracana,rn551547059,cheap easy and fun,NA,5,NA,If your a football fan and fancy watching a local team i would highly advise doing this in Rio. The tickets are easy to get hold of and cheap enough. The stadium is huge and spacious. It has a great atmosphere!,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,58,27,,,
32,Maracana,rn550966935,World Cup,NA,4,NA,Had to go and see where the Brazil 2014 Soccer World Cup was held. Great tourist attraction. As Brazil is a soccer nation it was great to see where it all happens,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,23,3,,,
33,Maracana,rn549788686,Visit only when it's open for public,NA,3,NA,"We were there on a day of a Football match, so the stadium was not open for guided tours, so we only saw it from the outside, which of course is not the same as inside.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,191,84,,,
34,Maracana,rn549589170,Soccer stadium ,NA,5,NA,Worth a visit as you can feel how this city lives for their football. The stadium is huge. Its great to be able to see for yourself what you have visualized with television or on social media.,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,190,122,,,
35,Maracana,rn549505371,Interesting tour ,NA,5,NA,"I am not a big football fan, but that didn’t stop me appreciating the magnificence of this stadium. Our tour guide told us of the history of the stadium, showed us through the facilities and of course took us out to field as well. He...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,24,6,,,
36,Maracana,rn548415147,Maracanã!,NA,5,NA,Brazilian football place to be. Historical building was renewed and now allows only 65.000 people in. Nice experience from a country that used to be the favorite for every world cup.,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,101,25,,,
37,Maracana,rn547020621,MUST visit (If you are a football fan),NA,5,NA,"An absolute temple for football fans. Beautiful stadium with a lot of history. You can enter the pitch, lockerooms and the insides of this giant stadium.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,70,11,,,
38,Maracana,rn545695840,Okay,NA,3,NA,"Not the greatest of tours, very small actually, not much to see trophy wise, lovely stadium though. and some nice memrobillia.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,28,2,,,
39,Maracana,rn544491241,Go only if you’re a soccer fan,NA,3,NA,"Maracana is accessible via metro but it is located away from most of the touristy spots in Rio.
It would cost R$60 per person for an entrance ticket and guided tour. Though the visit was informative, I would have given it a miss. The exterior...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,24,11,,,
40,Maracana,rn544431905,Iconic stadium and worth a look if you like football,NA,4,NA,We wanted to see a local game between two of the Rio local teams and so we asked our hotel where to buy tickets. They advised about doing it locally in the area of the team playing as being the most effective way of buying...More,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,553,134,,,
41,Maracana,rn544418209,Not quite what it used to be,NA,4,NA,"Have seen many games at the Maracana and whilst it is a must visit to any football fan and worthwhile even to those who are not particularly fussed about the game itself, I have to say that, apart from the fans, it is pretty similar...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,12,12,,,
42,Maracana,rn544321582,Go to a match if at all possible,NA,4,NA,"Just an amazing local experience, i found a local guide and you should too to take you, but oh my, what an amazing, super fun, local cultural experience. I am so glad a did this and HIGHLY recommend it to anyone - if you like...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,106,42,,,
43,Maracana,rn542485095,Great Tour,NA,5,NA,"The tour and the guide was excellent as he spoke in Spanish, Portuguese and English and made sure everyone was okay. Starting off in the reception area/small museum, then into the changing rooms, to pitchside and finishing off in the small press room.You get to...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,53,25,,,
44,Maracana,rn542305740,well worth a tour,NA,5,NA,"We took a very enjoyable tour around the small museum, into the changing rooms and the press conference rooms, and best of all through the tunnel to the edge of the pitch, and to sit in the dugouts. The tour takes maybe around an hour...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,260,80,,,
45,Maracana,rn541073723,Decay,NA,1,NA,"If you want to see what happens to magnificence if you just don't care a damn.
It's closed for good, seats have been torn out, equipment got stolen and the electricity has been shut off due to unpaid bills. The green has turned into a...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,54,53,,,
46,Maracana,rn541007020,The biggest football stadium in the world,NA,3,NA,"Worth a quick call to see home of Brazil football. Unfortunately we only visited the outside so didn't see the details but a true footy fan has got to see it. Apparently the capacity has been cut to just under 80,000 so no longer crowds...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,358,82,,,
47,Maracana,rn539952700,Fantastic Experience,NA,5,NA,"For any football fan, Maracanã is THE stadium to visit. I would definitely advise trying to go to a game if you can. We bought our tickets from the box office at the stadium an hour before kick-off - only 40 real per ticket for...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,9,1,,,
48,Maracana,rn539922562,A large football stadium!,NA,3,NA,"Part of our group tour, and wouldn't be my first choice, but then I'm not a big football fan. You get to walk around the dressing rooms, and go pitch side (not on the grass though). Struck me that the pitch could use some investment,...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,137,50,,,
49,Maracana,rn539509412,The templo of Football,NA,4,NA,If you like Football you have to visit the most famous stadium of Brazil. Reforbushid for the world cup the new Maracana is a brand new stadium with new chairs. The only stadium of the world that gets two world cup finals. Í recommend.,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,50,4,,,
50,Maracana,rn539446855,Its not call Maracana,NA,5,NA,The iconic Maracana soccer stadium. I was surprise to find out that the stadium its not called the Maracana. Its called Mario Filho. There is no even a sign that refers to the Maracana but a must visit if you are a soccer or futbol...More,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,29,8,,,
51,Maracana,rn539446695,Great atmosphere,NA,5,NA,"Good to see a big match of soccer like flaxflu or flaxvasco. Take care. Go by car or taxi or subway or train, but go with local people (Flu supporters are very kind), cause there are some bad people who wants to fight. If you...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,31,2,,,
52,Maracana,rn532487923,A mess,NA,1,NA,"We tried to go to a game at the Maracana. What a disappointment. I accept we didn't do our homework beforehand, but how complicated can getting tickets to a game be? A lot.
We arrived 45 minutes before game time. The lines were two blocks...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,133,100,,,
53,Maracana,rn528250868,Not sure if it is worth ,NA,3,NA,"This stadium has many history, and I think is the biggest in the globe. The ticket costs 50 reales, not sure if this is a good price. In my opinion it ain't worth.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,22,3,,,
54,Maracana,rn527058492,What a game!,NA,5,NA,"At the beginning, I wanted to visit the stadium. But it wasn't a pity that there was the game Fluminense vs Vasco da Gama! The ticket is 40 R$, 20 R$ for students. It is amazing how Brazilians feel soccer games! It's worth - doing,...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,108,25,,,
55,Maracana,rn524375439,Disgraceful,NA,1,NA,The whole place has been left to go to rack and ruin since the Olympic Games last year. The battle between the central and local government to see who to looks after it has gone on too long,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,185,59,,,
56,Maracana,rn523737246,A must must do in Rio,NA,5,NA,"I did the stadium tour one day which was good!!
Then I was lucky enough to get a ticket for the Brazilian 1st leg cup final!!!
The atmosphere outside was fantastic but one inside it was ten times better. Non stop singing, drums playing and...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,43,12,,,
57,Maracana,rn523035449,Nice to see,NA,5,NA,But try to watch a match there not just tour the facility it is a huge nice building but would attract most a football fan.,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,79,18,,,
58,Maracana,rn522568476,beautiful !,NA,5,NA,"one of the most beautiful stadiums in the world (and I was in a lot !!)
Brasil is the football country ,
if you are in brasil you must to go there !
I love it big time !
obrigado brasil !
vamos Neymar !","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,6,6,,,
59,Maracana,rn519373840,A must visit icon for soccer lovers,NA,4,NA,"The highlight is the tour guide person, was so kind, knowledgeable, amazing way to handle several people at the same time, I think the story of soccer that was played here deserves a little bit more, like a museum with information on events held here.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,6,1,,,
60,Maracana,rn517403816,Witness a historic place.,NA,5,NA,"Check opening times as it just reopened in June after it was left abandoned since the World Cup.
There are tours in Spanish but you can also wonder around on your own.
This is where Uruguay beat Brazil to win World Cup 1950 and Germany...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,317,101,,,
61,Maracana,rn515667089,House of Fluminense,NA,4,NA,"Maracanã is the most famous soccer stadium, in fact it is the most famous Football Stadium.
Be careful, the restaurants inside do not accept credit and debit cards, just money.
A temple that must be seen for those who love the sport.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,160,50,,,
62,Maracana,rn508226274,Great atmosphere,NA,5,NA,"Went here to watch the Fluminense v Corinthians game. My hostel had a guide that took us, and the price (around R$ 70) covered tickets, transportation, and a guide. I heard that's common for other guides. It's a huge stadium and the crowd was crazy....More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,41,4,,,
63,Maracana,rn507073513,Don't miss a football match! ,NA,5,NA,"The stadium in great and the spectacle during a Football match is even better!
Don't miss any of them.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,23,3,,,
64,Maracana,rn504294978,World class football,NA,5,NA,"I can warmly recommend watching a soccer game at this iconic stadium, still one of the largest in the world.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,264,21,,,
65,Maracana,rn500812572,"Knock knock, let us in!",NA,3,NA,"While we didn't get to see the inside of the facilities, it was included on our private tour of Rio.
The complex includes a main football (soccer) stadium, opened in 1950 that seats 78,838 people, an arena and swimming pools. Besides holding FIFA events and...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,554,252,,,
66,Maracana,rn498999114,a visit to this marvelous soccer stadium,NA,4,NA,"Very nicely prepared to host the Olympics, with lots of memorabilia allowing you to enter the stadium including the warming up field.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,351,116,,,
67,Maracana,rn498967011,What football fan wouldn't want to visit,NA,4,NA,"I was fortunate enough to go see a football match (Fuminense) and also do a tour of the stadium during my stay in Rio.
It was great to see a match at such an iconic stadium in world football.
The tour was good for seeing...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,19,2,,,
68,Maracana,rn498669427,Interesting tour,NA,4,NA,"If you want to go for a short (40mns) tour of the impressive and famous stadium, just get there on the day and buy the ticket! As the stadium is in the northern part of the city on the way to the airport, we just...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,50,5,,,
69,Maracana,rn497973447,The temple of football,NA,5,NA,We just went to the Maracana with our taxi driver without any special tour organization. His name was Aloysio Filho and I would definitively recommend him. He was speaking English and he was very knowledgeable about his city and proud to show it to us....More,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,103,41,,,
70,Maracana,rn497213422,Best soccer stadium in the world,NA,5,NA,This is a great place in Rio to visit during your stay in the city. In special if you are going to watch any Brazilian team palying against each other. It´s full of people and also very safety to be there. The price it´s not...More,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,72,9,,,
71,Maracana,rn494904918,A regular soccer stadium,NA,3,NA,"Despite its history, it's not that big deal on premises and services. But it's in Rio and a soccer match between local teams is somehow different cause of their vibes.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,31,7,,,
72,Maracana,rn492845588,Great taste of Brazilian football culture,NA,5,NA,"The stadium itself is really impressive after its major renovation and getting tickets for football matches there is easy and cheap, we had the reception at our hotel help us buy them. We went for a match in the Brazilian cup tournament between Fluminense and...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,300,45,,,
73,Maracana,rn491364190,Iconic,NA,5,NA,1 of the most iconic and famous football stadiums in the world. I was absolutely determined to see a game while in Rio and I got lucky as they held the first game since the 2016 Olympics Flamengo vs San Lorenzo in Copa Libertadores. Unfortunately...More,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,736,260,,,
74,Maracana,rn485792771,Close to public for now,NA,3,NA,I wanted to visit and went there but was told that the stadium is closed due to renovation. You can just see it from outside. That's it.,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,694,248,,,
75,Maracana,rn484871549,Choose a Fluminense match and go!,NA,5,NA,Try having a local experience on a great fla-Flu match or even any Fluminense match which is the safest way to be. Buy a shirt and a beer and have fun with the fans,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,84,5,,,
76,Maracana,rn484308671,Great game of soccer,NA,5,NA,Great stadium. I watched Rio FlaFlu derby between Flemingo and Fluminence. It was great to be at the stadium. A must see!,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,74,28,,,
77,Maracana,rn484049655,visit to maracana,NA,4,NA,"i visited tis place with taxi.
he waited for us so we looked little around and made photos.
very big football stadion.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,50,11,,,
78,Maracana,rn482507132,Must see for football fan,NA,5,NA,"all my life i wished to see maracana one day and i visited it during my trip to RIO.
its great especially for football fan. also it has a good museum than you can see some historic items from brazil national team.
i bought a...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,32,6,,,
79,Maracana,rn482439718,Better if you attend a real game,NA,4,NA,For Soccer lovers this is the meca in America. This is my second time in Maracana Stadium and I could appreciate the works for the olimpics and last the World Cup. Go to a real game to understand how the brasilians enjoy this game.,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,182,51,,,
80,Maracana,rn481450417,This is an impressive stadium,NA,4,NA,"My tour could not visit this stadium because there was a futball game that day, which was a shame. I took the subway to get a view from the station, and from the outside it is a very impressive structure. The only reason I don't...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,15,1,,,
81,Maracana,rn480395912,Happy and nice people working here!,NA,5,NA,"They have an exhibition where you can see that football is inside the heart of every single Brazilian. After that you can visit the dress rooms, conference, press and the seats were the players are at the field.
I got really lucky, the police officer...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,12,12,,,
82,Maracana,rn480280112,huge stadium,NA,4,NA,"This is a huge stadium that is not home to any one particular club. ALL play here...it seats well over 100,00 people and was used for the World Cup (including the final) as well as the olympics.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,456,130,,,
83,Maracana,rn479822895,Maracana soccer stadium is a good photo stop,NA,5,NA,We visited the stadium on the afternoon part of a full day city tour with Viator. Maracana is one of the most famous soccer stadiums in the entire world so it is worth seeing for that reason alone. Many people take photos/selfies at the Bellini...More,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,59,19,,,
84,Maracana,rn479513634,History,NA,4,NA,For football lovers and not only. The stadium can be visited if no game in that day. Prices on the fan shop are too high,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,34,11,,,
85,Maracana,rn477738456,A monument to football!,NA,5,NA,"I have visited the Maracana many times during visits to Rio as well as when I lived in Rio in the 1970's. The place is a monument to football. Though it was renovated for the World Cup and Olympics, it still holds the mystical sense...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,200,67,,,
86,Maracana,rn476912336,A Real Piece of Football History,NA,5,NA,"The Maracana is amazing, a beatiful modern stadium, yet laced with history.
I was lucky enough to see it on my first visit to Rio in 2008 so I saw it as it 'was' before a lovely modernisation for the World Cup in 2014.
This...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,1951,876,,,
87,Maracana,rn474846052,Decent looking stadium,NA,4,NA,Visited this stadium during the time I was in Brazil. It's a nice stadium however there were no games playing at the time. It's nice really well kept.,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,41,13,,,
88,Maracana,rn473958990,When in Rio...,NA,4,NA,"Wanted to visit this impressive stadium, the home famous of famous Rio football teams and the 2016 Olympics.
We were fortunate that there was a match on - a South America Cup match between the local legendary Fluminese team and Liverpool from Uruguay.
We caught...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,239,87,,,
89,Maracana,rn473166417,Family holiday Brazil,NA,5,NA,This stadium is fantastic. you cannot believe how big it is until you are outside. A must visit if in Rio,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,40,18,,,
90,Maracana,rn472339594,good,NA,4,NA,Our tour bus did a quick stop to the stadium but we ddnt get it. The sun was so hot we only took few picture and we run back to the C in the bus,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,10,10,,,
91,Maracana,rn471502223,Closed - wasted journey,NA,2,NA,"We were aware the stadium is in some financial turmoil following the World Cup and Olympics, however the lack of information is frustrating.
The online website stated that there are tours, and reading a few reviews on here we tentatively believed that there was a...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,104,32,,,
92,Maracana,rn470727986,see a game here,NA,4,NA,"this used to be the largest soccer stadium in latin
America, i am not sure if that is still the case but, i been there a couple of times from soccer events to xmas special events and this is a great place to visit.
just...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,356,60,,,
93,Maracana,rn470723988,Huge and incredible,NA,5,NA,"I went there for the Paralympics opening. Even living in Brazil, I never had a chance to go to Maracanã. I found this the perfect opportunity.
First impression was oh my god it's so huge! Are so many gates and the entrances, that if you...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,57,23,,,
94,Maracana,rn470233381,Good ,NA,4,NA,We visited the stadium from outside . Took quite a few photos . The stadium is awe . We cannot go inside the stadium as there are no tours particularly for that . Never the less it is a good place to see,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,172,49,,,
95,Maracana,rn470220247,Maracanã ,NA,5,NA,"As football fan I've been watching few football games in there
Great stadium
I'd deff go again to Maracanã","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,86,13,,,
96,Maracana,rn470187312,Football History,NA,5,NA,"Legendary football stadium, even after the upgrade/modernisation its a must for all football fans to pop by.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,20,3,,,
97,Maracana,rn469751819,Can't miss it,NA,4,NA,"As a football fan as I am, I can't miss a visit to Maracana: you can breath history here. Everything is overpriced in the surroundings, but absolutely worth a visit!","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,13,3,,,
98,Maracana,rn469364089,Maracana stadion is MUST see/visit for our international visitors,NA,5,NA,"The Brasilian part of our very large international family like to show the other members of our family the cities Sao Paulo, Rio de Janeiro, Manaus, Salvador de Bahia,....
One of the MUST see/visit for our international families are the beaches in Rio (Copacabana, Ipanema,...More","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,180,1305,,,
99,Maracana,rn465848370,City Tour,NA,4,NA,"We had a 2 hour coach tour of Rio on our way to the Airport, which took in most of the sites,
Beaches,Botanical Garden (Jardim Botanico) .Maracana Estadio Jornalista Mario Filho .
The route of the Carnival & the Catholic Catherdal.
Short but wortwhile","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,8,11,,,
100,Maracana,rn463102197,Average...,NA,3,NA,Just a large stadium and everything is overpriced. Better to book our online. Don't hang around the motorway too long!,"All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,155,40,,,
101,Maracana,rn461968048,Good for a photo stop!,NA,4,NA,"It's good for a photo stop to take a few pictures, even if you don't do the stadium tour. Worth a short visit for 20 minutes and it is included on many city tours.","All photos (4,882) ",#8 of 750 things to do in Rio de Janeiro,622,183,,,
