,Restaurant_Name,id,quote,value_rating,rating,date,review,count,things,Noofcontribution,Noofusefulvotes,,,
17,Corcovado Christ the Redeemer,rn573787150,Words cannot describe ...,NA,5,NA,I wouldn’t even know where to start. It is breath taking. The whole experience felt very ethereal. We took an uber to the station near the top and I’m glad we did as the queue for the train looked really long. From here you can...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,83,42,,,
18,Corcovado Christ the Redeemer,rn573716723,A must go in Rio de Janeiro,NA,4,NA,This is the place that you must go. There you can see most of all the city. But it is not so easy to get there. You must acess a website ti buy a van ticket or go by tram buying the ticket in advance...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,30,6,,,
19,Corcovado Christ the Redeemer,rn573597632,Lovely on a clear day!,NA,5,NA,Make sure you only go up there if the day is clear and beautiful. We weren’t so blessed and the Christ was shrouded in fog.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,65,30,,,
20,Corcovado Christ the Redeemer,rn573533239,Fantastic attraction to see.,NA,5,NA,"Another must in Rio. Getting the train up the mountain is good, the statue is smaller than you expect. But the views are outstanding. Don't miss it.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,253,69,,,
21,Corcovado Christ the Redeemer,rn573498841,Awe inspiring. ,NA,5,NA,A must see in Rio. Worth the heat and crowds because a visit to the top is beyond incredible. The view is breath taking and the statue is inspiring. My only thought is that the crowd control could have been better. A better place to...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,25,1,,,
22,Corcovado Christ the Redeemer,rn573441733,Wonder of the World,NA,5,NA,How can one not visit the Redeemer whilst in Rio? It was a scorching day - perfect weather to visit this place. Make sure you are careful with your belonging as there are a lot of people up there. try and get there early to...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,45,15,,,
23,Corcovado Christ the Redeemer,rn573300864,Fantastic Views ,NA,4,NA,The iconic place for every tourist to visit; I used the van transport and with children is not very comfortable specially with the hot weather. I think is better the traditional train to the top.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,19,3,,,
24,Corcovado Christ the Redeemer,rn573285888,You think you know what to expect but....,NA,5,NA,The weather wasn't great on the day we visited so Corcovado was covered in mist and cloud. As a result there were no panoramic views of Rio which was disappointing. On the upside it made you concentrate more on the statue itself which actually is...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,109,87,,,
25,Corcovado Christ the Redeemer,rn573237877,Most popular thing to do in Rio,NA,4,NA,We are a family of 4 people and we visited Christ the Redeemer while in Rio. If it is cloudy then there is no point in visiting on that day -- this is because the statue is so high on the mountain that it will...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,152,58,,,
26,Corcovado Christ the Redeemer,rn573191711,One of the modern wonders of world ,NA,5,NA,"I would recommend everyone visiting rio to must visit and experience the beauty of this place.
It take approximately 3 hours ( boarding train from base station , roaming around the statue and coming back by train), better plan it in morning.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,16,1,,,
27,Corcovado Christ the Redeemer,rn573105745,Top of the world!,NA,5,NA,You can't appreciate the size of this statue until you are standing under it! Amazing views from the top of Rio de Janiero all around!!!!,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,58,25,,,
28,Corcovado Christ the Redeemer,rn573051299,Not to miss,NA,5,NA,How can you miss this. Go up early in the mornig and avoid the masses. Don't forget to check the cloud situation.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,186,88,,,
29,Corcovado Christ the Redeemer,rn572959394,Great day and amazing place to be!!,NA,4,NA,"If i come to rio this is one of the places that need to be on to do list ,not only because is one of the seven modern wonders of the world but also because is an icon of Rios Culture. If u have plenty...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,84,17,,,
30,Corcovado Christ the Redeemer,rn572841445,Spectacular views,NA,5,NA,"We thoroughly enjoyed our visit, we caught the metro from Copacabana Cardeal Arcoverde to Largo do Machado, then caught the bus outside the station to Corcovado (very easy to do) Christ the Redeemer is spectacular and so are the views, such a wonder experience.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,74,50,,,
31,Corcovado Christ the Redeemer,rn572776111,All of Rio is at your feet,NA,5,NA,A magnificent vista of Rio and the Bay with only Christ and heaven above.We went in the afternoon during Carnaval. I would recommend another time to avoid the crowd.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,53,32,,,
32,Corcovado Christ the Redeemer,rn572759313,A Must DO on your trip to Rio,NA,5,NA,"Great view ,worth the hike up, parking is done on the hill get there early for better spots, best time is in the morning if you wait til the afternoon the sun will be behind.we went in the morning got there around 8 am, you...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,82,59,,,
33,Corcovado Christ the Redeemer,rn572717057,"""Must Do."" It's Why You Came to Rio!",NA,5,NA,"You have to do this if nothing else for the breathtaking views of Rio and the surrounding area. But set your expectations. It can be very very crowded (international crowds, watch for pickpocketing). You can walk, but take the 30 minute cog railway up 2.5...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,440,154,,,
34,Corcovado Christ the Redeemer,rn572715755,Must see,NA,5,NA,"If you think about Rio you think about the christ so its osmething you mist do in this amazing city. I recomend to go early in the morning and you dont need to go in a tour, just pay the entrance, board the train andenjoy...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,10,2,,,
35,Corcovado Christ the Redeemer,rn572628383,Amazing landscape,NA,5,NA,"It's a must and the view is unbeatable!! We arrived there with a full day tour bought on tourscanner.co. Actually we saved money because we have visited many sights with the same tour. From the Christh, you have the better view over the city! it's...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,19,4,,,
36,Corcovado Christ the Redeemer,rn572567590,Amazing!,NA,4,NA,"Breathing taking views, great charcuterie platter, and one of a kind experience. Taking the train up was so fun and worth it! Highly recommend 😀","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,31,10,,,
37,Corcovado Christ the Redeemer,rn572510709,The best place in Rio.,NA,5,NA,"Here you will see the best view of Rio, Brazil and perhaps the world.
Here the Christ embraces you and shows his greatest creation, Rio de Janeiro.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,5,5,,,
38,Corcovado Christ the Redeemer,rn572508550,Amazing view!,NA,5,NA,"I have been to Cristo Redentore and what I liked the most is the amazing view you get from this place! The statue is literally too big to get a picture of and you have to lie down, bend over, roll over the floor to...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,33,7,,,
39,Corcovado Christ the Redeemer,rn572154210,Can’t miss!,NA,5,NA,"Driving into the city, the statue looks big but only until one sees it from below that one realizes how majestic it is! Don’t miss it. And if you’re a believer, say a prayer in the chapel behind the monument!","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,52,4,,,
40,Corcovado Christ the Redeemer,rn572024093,Must see,NA,5,NA,It is a must-see if you go to Rio. Best time to go is early in the morning. We took a taxi to the top of the mountain. From here you buy a ticket to go on a bus that takes you to the end....More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,13,13,,,
41,Corcovado Christ the Redeemer,rn571846768,Awesome statue but temperatures,NA,4,NA,I decided to head to Rio De Janeiro for a few days. I didn’t like the fact that Rio de Janeiro was hot. I saw this statue and decided to take a photo. It looks great! Christ the Redeemer statue from the (I think) Corcovado...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,5,5,,,
42,Corcovado Christ the Redeemer,rn571759647,Amazing wonder of the world,NA,5,NA,Have always wanted to visit Rio and see Christ the Redeemer. It certainly didn't disappoint - magnificent structure set atop spectacular rainforest,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,92,69,,,
43,Corcovado Christ the Redeemer,rn571707539,One of the Wonder of The World!!!,NA,5,NA,"This was the highlight of our trip and we thoroughly enjoyed the trip to Corcovado. It looked like the Christ is just standing in between the clouds, as the clouds were gliding past, which gave it a mystique effect. In the night with the lighting,...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,12,5,,,
44,Corcovado Christ the Redeemer,rn571665996,"Worth the great hike up, overcrowded tourist trap at the top",NA,4,NA,"If you’re going the do the hike up, it’s roughly two hours through the forest and really enjoyable. Not technical although a little steep at times, anyone could do it. Once there it’s insanely crowded, I live in London which sees impressive crowds but this...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,24,8,,,
45,Corcovado Christ the Redeemer,rn571627128,Impressive!,NA,5,NA,I had taken a city sight seeing tour which included this place and we visited first place in the morning! The guide told us that later in the day it gets covered by clouds. It was indeed partially covered by clouds when we visited and...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,229,66,,,
46,Corcovado Christ the Redeemer,rn571575187,Total ‘WOW’ factor,NA,5,NA,"After years of seeing this iconic landmark on the TV, I knew this was one of the first things I wanted to do when I arrived in Rio and I was not disappointed.
We took a taxi to Corcovado and purchased minibus tickets from the...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,115,55,,,
47,Corcovado Christ the Redeemer,rn571509398,Beautiful early morning visit,NA,5,NA,Use Amigo Tours to get the early access visit. We were picked up at 6:40 am and were the first ones up to the top without crowds for at least 20 minutes! Awesome!,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,21,10,,,
48,Corcovado Christ the Redeemer,rn571341023,A wonder indeed,NA,5,NA,"Make sure you go on a nice day you won’t see anything in the clouds! The train is the easiest way up, the trek is very tough and taxis end up costing the same as the train.
Once up it’ll live up to all your...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,31,31,,,
49,Corcovado Christ the Redeemer,rn571136908,Must see and best in the morning,NA,5,NA,Must-see in Rio. They write a lot online that you should buy tickets in advance - we went there at 8.20 AM during the week and got tickets directly there for the next train. But might make sense to buy in advance during weekends/high season....More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,13,2,,,
50,Corcovado Christ the Redeemer,rn571094858,Take the train - well organized & safe,NA,5,NA,This was my 4th trip to Corcovado & the first time taking the train. We bought tickets online with a credit card & chose our departure time. Fun & safe train ride up the mountain - 20 minutes. It was cloudy during our visit but...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,7,2,,,
51,Corcovado Christ the Redeemer,rn570907542,Great view of the City at a world famous site,NA,5,NA,"We took the train (we took the bus to get there from our hotel in Ipanema - a safe and fun journey). The train we had booked online. The trip is part of the fun too, you ascend the Corcovado zig-zagging in the jungle. At...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,211,60,,,
52,Corcovado Christ the Redeemer,rn570881359,Absolute Must See!,NA,5,NA,"My husband & I recently went for a visit & it really is a MUST SEE! We just missed the 9am train up, so booked the next available which was 11am. We sat in the park right next door and then ate at a cafe...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,295,102,,,
53,Corcovado Christ the Redeemer,rn570832230,Get there by 8am...it's worth it. Amazing!,NA,5,NA,"I visited as part of a guided tour and we arrived around 8am. If you're going, I recommend arriving early as it gets very crowded by 9am
The statue is an amazing sight and on a clear day the views of Rio are amazing. The...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,27,7,,,
54,Corcovado Christ the Redeemer,rn570820846,Must see,NA,4,NA,An absolute must see in rio. The ride up with the “train” is fabulous. We went early in the morning and there where not a lot of people (also outside of tourist season),"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,7,1,,,
55,Corcovado Christ the Redeemer,rn570772102,Copacabana shuttle bus,NA,5,NA,"A must see while in Rio. Choose your day carefully, make sure you will be able to see Christ the Redeemer and not just cloud. Spectacular views from the top. We got the bus from Copacabana beach, we bought our tickets from Praca do Lido...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,8,1,,,
56,Corcovado Christ the Redeemer,rn570765008,Awe-inspiring!,NA,5,NA,We visited Christ the Redeemer on a foggy day in February 2018 but were still rewarded with sufficient clear patches to be able to see the statue well and take pictures. Loads of mosquitos in the humidity so take the appropriate bug deterrent but well...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,32,1,,,
57,Corcovado Christ the Redeemer,rn570749178,Another dream coming true,NA,5,NA,"We got there with the van service (paineiras) from Copacabana as our hotel was close to the starting point we even took the first bus. Very easy to find the starting point and a safe trip, so highly recommendable if you go early as it...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,161,89,,,
58,Corcovado Christ the Redeemer,rn570718004,Well its Rio's symbol right!,NA,3,NA,"It was nice, not much I can say about the statue. You get nice views of Rio as well. We got there early so didn't spend much time in queues.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,55,10,,,
59,Corcovado Christ the Redeemer,rn570622936,Nice attraction ,NA,5,NA,Worth seeing it for its history and construction. The views of the city are a nice bonus. Not bad. Not necessarily a must see but also not a disappointment.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,52,26,,,
60,Corcovado Christ the Redeemer,rn570608293,Breath the peace and serenity,NA,4,NA,"If you go by the train or just by bus, reaching the top is amazing. You get the view of a lifetime and the photo oportunities are a real challenge as of who has the best shot. Peace, serenity and tranquility are the combination found...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,17,8,,,
61,Corcovado Christ the Redeemer,rn570602641,Spectacular! ,NA,5,NA,Best time to go is first thing in the morning before the crowds get there.Between 8am and 8.30am is the best! Didn't do the train journey.Took the official tourist van from Copacobana and got directly there in 40 mins. It's one of the most spectacular...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,100,22,,,
62,Corcovado Christ the Redeemer,rn570504347,Great but a lot of heat at the top!,NA,4,NA,This is a must if you visit Rio Janeiro for first time. Buy the tickets in advance online and bring some sunscreen as the heat is high up there.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,21,4,,,
63,Corcovado Christ the Redeemer,rn570485943,A MUST visit,NA,5,NA,"People say that if you come to Rome and don´t visit The Papa, you haven´t been in Rome. So, if you come to Rio and don´t visit Corcovado, you have never been here. A must go, especially if you love nature and holly places.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,14,9,,,
64,Corcovado Christ the Redeemer,rn570400585,Be careful,NA,3,NA,Of course we are talking for the greates RIO monument. It has the best view over the city. However be careful with the booking and exchange of the tickets at the cashier. Our mis-information at the Tourist Office in Copacabana but also at the monument...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,66,8,,,
65,Corcovado Christ the Redeemer,rn570343414,Amazing,NA,5,NA,"One of the must do’s when in Rio, just a pity it was raining when we went. Views are amazing and we took a hotel car up to the station then booked tickets for our minibus run up to the top.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,148,80,,,
66,Corcovado Christ the Redeemer,rn570308580,Spring Break,NA,5,NA,"One of the most breathtaking sites I’ve seen. It’s with visiting and getting a private tour guide if possible so you can navigate the lines, traffic, etc.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,13,6,,,
67,Corcovado Christ the Redeemer,rn570267709,great ,NA,3,NA,"I thougt it was going to be SUPER crowded, but it was actually ok. nice views, the place is amazingly filled with nature, specially when you’re getting there, and the Christ looks cute in purple lighting lol","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,2,2,,,
68,Corcovado Christ the Redeemer,rn570138792,Quite memorable but very busy!,NA,5,NA,A 'must do' for Rio but be prepared for crowds. I good ride up there in the funicular railway. Excellent view in every direction.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,234,70,,,
69,Corcovado Christ the Redeemer,rn570064754,Exceptionally well organised ,NA,5,NA,The tourism on this point is handled exceptionally well than many other points that i have seen. The views are amazing from each corner. Memorable visit,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,13,6,,,
70,Corcovado Christ the Redeemer,rn569965170,Beautiful Rio,NA,5,NA,Beautiful Rio amazing views over to sugar loaf mountain the Corcovado Christ the redeemer was a dream come true a tick off the bucket list for us with Donrafa our fantastic tour guide,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,29,6,,,
71,Corcovado Christ the Redeemer,rn569928412,Amazing views,NA,5,NA,"You have to visit this place for yourself, amazing views, amazing statue.
Pictures can’t do it justice.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,6,3,,,
72,Corcovado Christ the Redeemer,rn569753272,Christ the Redeemer via a little train,NA,5,NA,"Coming through the forrest, you can view the Favelas painting the hillside. Once you come out of the train it hits you...This landmark that fronts the tourist guidebooks. You have to come and see it early to avoid the hussle and bussle of the redeemer...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,3,3,,,
73,Corcovado Christ the Redeemer,rn569743537,Rio's Exceptional Icon,NA,4,NA,"This is an amazing urban icon yet a bit strenuous to visit, taking about half a day for those who want to each the base. A lower arrival level can be reached by taxi, bus, cable car, or foot. Then one buys tickets and wait...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,39,12,,,
74,Corcovado Christ the Redeemer,rn569638878,Get online vouchers and go early,NA,4,NA,"It’s a great place to take pictures, but it is very crowded. The ticket booth opened around 7:45, but those with online vouchers got to go first. My friends started lining up around 7:15, but if you have the online voucher, you won’t have to...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,60,22,,,
75,Corcovado Christ the Redeemer,rn569612641,If you are in Rio - you should go,NA,5,NA,"Beautiful views of the entire city and its surroundings. Gets super crowded, so go in early morning to avoid the worst of it.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,25,4,,,
76,Corcovado Christ the Redeemer,rn569589523,Need to see it. ,NA,5,NA,"Worth the wait, great views and ride up the mountain. I would recommend buying the ticket online before you go to avoid the line.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,22,12,,,
77,Corcovado Christ the Redeemer,rn569375631,"Cool, but confusing instructions",NA,3,NA,The Cristo Redentor was spectacular and worth seeing ( plus the restaurant at the top was well priced with a great view) but the company we used to get there (Paineras Corcovado) gave bad instructions for where to get picked up. If you are going...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,5,5,,,
78,Corcovado Christ the Redeemer,rn569334685,Another Must for Rio,NA,5,NA,Well organised attraction but could be weather dependent. No clouds the day we were there so ideal. Probably best avoided on cloudy day.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,88,52,,,
79,Corcovado Christ the Redeemer,rn569250792,Must do!,NA,5,NA,Loved visiting here. My biggest recommendation is to pick up a city tour which goes to all the main attractions. My city tour cost about $70usd but included all entrances / guide and comfy air cond mini van. Do early as gets hot during day.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,16,11,,,
80,Corcovado Christ the Redeemer,rn569165896,Christ the Redeemer,NA,5,NA,"This is a trip worth taking. We visited during Carnival week, which made it almost impossible because of traffic. The train ride up to the top is worth the time spent. Once on top, the views are incredible. All Rio is at your feet. The...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,125,23,,,
81,Corcovado Christ the Redeemer,rn569139633,"Honestly, too small for too many visitors",NA,3,NA,We visited Cristo via the official shuttle service directly from Copacabana (Posto 2). But that's where the problem started. It's much less people for tickets in the beach front office but the system was not working. We needed to purchase our tickets up at the...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,3,3,,,
82,Corcovado Christ the Redeemer,rn569087268,Go early and enjoy,NA,5,NA,"Visiting Rio? This is an obvious stop. We took train up and back. Very pleasant. We did have a guide that certainly helps. The views are stunning and the statue magnificent. Large crowds all getting the same pictures, it who cares? That’s why you go...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,134,56,,,
83,Corcovado Christ the Redeemer,rn569083758,The Redeemer,NA,5,NA,"You have to go up by a train, beautiful ride right through the city, up the mountain. Went on a misty day, and it was surreal to wait for the face reveal to get good pic's and seeing so many different nationalities doing the same.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,8,8,,,
84,Corcovado Christ the Redeemer,rn569057141,Awesome! ,NA,5,NA,I visited the statue with friends during our spring break trip. We booked with Viator (Way to Know Rio) and Raphael was our guide. He was very knowledgeable of everywhere he took us and knew the best place to get a photo with the statue...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,62,25,,,
85,Corcovado Christ the Redeemer,rn568982909,Must see site,NA,5,NA,Fantastic experience. Wonderful views. Unreal history of statue. Little crowded and hot but well worth.,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,5,1,,,
86,Corcovado Christ the Redeemer,rn568948809,Certainly a wonder !!,NA,5,NA,"From afar it looks amazing. Up close much moreso. Worth the waits. Great views, too. Not sure a visit will lessen your time in Purgatory, but go anyway.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,73,19,,,
87,Corcovado Christ the Redeemer,rn568927475,Amazing!,NA,5,NA,"Christ the redeemer is an amazing experience! Even with the crowds it was great,
I recommend using the shuttle service, you can book your tickets for same day, they start from 8am, and that is the time to go, any later and it will be...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,18,3,,,
88,Corcovado Christ the Redeemer,rn568723625,A must see for anyone visiting Rio,NA,5,NA,"A bit of an effort to get to, but well worth the trouble. We took a cab to Cozmevehlo, where the train starts. But we arrived at 11am and the next available seat on the train was 5:30 pm. The train is mall 2 cars....More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,27,27,,,
89,Corcovado Christ the Redeemer,rn568650535,A must do in Rio!,NA,4,NA,Great place with interesting culture and history. Visited as part of a tour and it was worth it!...this and Sugarloaf,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,6,1,,,
90,Corcovado Christ the Redeemer,rn568590964,Worth a visit,NA,4,NA,"worth a visit ,but expect hoardes of people waiting to get the perfect picture of redeemer.its worth it for the stunning views of rio alone.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,3,1,,,
91,Corcovado Christ the Redeemer,rn568524561,Great day out.,NA,5,NA,Such a magnificent place. Views to die for. We took the tram up and was so easy. Bought our tickets online the night before and were lucky that didn't have long to wait to get our seats on the tram. Once you get off the...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,30,4,,,
92,Corcovado Christ the Redeemer,rn568461140,Iconic image of Rio,NA,4,NA,A must do when in Rio. Our visit coincided with a couple of very cloudy days so the statue was not visible when we arrived and nor were the views of the city. The atmosphere was good and cheerful as a mass of people oohed...More,"All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,229,191,,,
93,Corcovado Christ the Redeemer,rn568350790,Christ the redeemer ,NA,5,NA,"Great views of Rio’s skyline, train ride going up is nice. There are some stops with other things to do if you want to go off beaten path there is a museum to see that also has some nice gift shops.","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,7,1,,,
94,Corcovado Christ the Redeemer,rn568329747,Need a clear day,NA,4,NA,"Go up on train. Try and sit with your back to the mountain facing downward. When there is a break in the trees you will get some great views.
Then go up in lift if you can...otherwise 134 steps.
Then escalators to top.
At the...More","All photos (24,848) ",#3 of 750 things to do in Rio de Janeiro,240,97,,,
